route_id,trip_id,trip_headsign,direction_id
1,000600_1..S03R,South Ferry,1
1,002600_1..S03R,South Ferry,1
1,004600_1..S03R,South Ferry,1
1,006600_1..S03R,South Ferry,1
1,007200_1..N03R,Van Cortlandt Park-242 St,0
1,008600_1..S03R,South Ferry,1
1,009200_1..N03R,Van Cortlandt Park-242 St,0
1,010600_1..S03R,South Ferry,1
1,011200_1..N03R,Van Cortlandt Park-242 St,0
1,012600_1..S03R,South Ferry,1
1,013200_1..N03R,Van Cortlandt Park-242 St,0
1,014600_1..S03R,South Ferry,1
1,015200_1..N03R,Van Cortlandt Park-242 St,0
1,016600_1..S03R,South Ferry,1
1,017200_1..N03R,Van Cortlandt Park-242 St,0
1,018600_1..S03R,South Ferry,1
1,019200_1..N03R,Van Cortlandt Park-242 St,0
1,020600_1..S03R,South Ferry,1
1,021200_1..N03R,Van Cortlandt Park-242 St,0
1,022600_1..S03R,South Ferry,1
1,023200_1..N03R,Van Cortlandt Park-242 St,0
1,024600_1..S03R,South Ferry,1
1,025200_1..N03R,Van Cortlandt Park-242 St,0
1,026600_1..S03R,South Ferry,1
1,027200_1..N03R,Van Cortlandt Park-242 St,0
1,028600_1..S03R,South Ferry,1
1,029200_1..N03R,Van Cortlandt Park-242 St,0
1,030600_1..S03R,South Ferry,1
1,031200_1..N03R,Van Cortlandt Park-242 St,0
1,032600_1..S03R,South Ferry,1
1,033200_1..N03R,Van Cortlandt Park-242 St,0
1,034600_1..S03R,South Ferry,1
1,035200_1..N03R,Van Cortlandt Park-242 St,0
1,036450_1..S03R,South Ferry,1
1,037200_1..N03R,Van Cortlandt Park-242 St,0
1,038350_1..S03R,South Ferry,1
1,039200_1..N03R,Van Cortlandt Park-242 St,0
1,040250_1..S03R,South Ferry,1
1,041200_1..N03R,Van Cortlandt Park-242 St,0
1,041850_1..S03R,South Ferry,1
1,043200_1..N03R,Van Cortlandt Park-242 St,0
1,043400_1..S03R,South Ferry,1
1,044750_1..S03R,South Ferry,1
1,045200_1..N03R,Van Cortlandt Park-242 St,0
1,045750_1..S03R,South Ferry,1
1,046750_1..S03R,South Ferry,1
1,047200_1..N03R,Van Cortlandt Park-242 St,0
1,047750_1..S03R,South Ferry,1
1,048750_1..S03R,South Ferry,1
1,048850_1..N03R,Van Cortlandt Park-242 St,0
1,049750_1..S03R,South Ferry,1
1,050200_1..N03R,Van Cortlandt Park-242 St,0
1,050750_1..S03R,South Ferry,1
1,051400_1..N03R,Van Cortlandt Park-242 St,0
1,051750_1..S03R,South Ferry,1
1,052650_1..N03R,Van Cortlandt Park-242 St,0
1,052750_1..S03R,South Ferry,1
1,053750_1..S03R,South Ferry,1
1,053850_1..N03R,Van Cortlandt Park-242 St,0
1,054750_1..S03R,South Ferry,1
1,055050_1..N03R,Van Cortlandt Park-242 St,0
1,055750_1..S03R,South Ferry,1
1,056250_1..N03R,Van Cortlandt Park-242 St,0
1,056550_1..S03R,South Ferry,1
1,057250_1..N03R,Van Cortlandt Park-242 St,0
1,057350_1..S03R,South Ferry,1
1,058150_1..S03R,South Ferry,1
1,058250_1..N03R,Van Cortlandt Park-242 St,0
1,058950_1..S03R,South Ferry,1
1,059250_1..N03R,Van Cortlandt Park-242 St,0
1,059750_1..S03R,South Ferry,1
1,060250_1..N03R,Van Cortlandt Park-242 St,0
1,060550_1..S03R,South Ferry,1
1,061250_1..N03R,Van Cortlandt Park-242 St,0
1,061350_1..S03R,South Ferry,1
1,062050_1..N03R,Van Cortlandt Park-242 St,0
1,062050_1..S03R,South Ferry,1
1,062750_1..S03R,South Ferry,1
1,062850_1..N03R,Van Cortlandt Park-242 St,0
1,063350_1..S03R,South Ferry,1
1,063650_1..N03R,Van Cortlandt Park-242 St,0
1,063950_1..S03R,South Ferry,1
1,064450_1..N03R,Van Cortlandt Park-242 St,0
1,064550_1..S03R,South Ferry,1
1,065150_1..S03R,South Ferry,1
1,065250_1..N03R,Van Cortlandt Park-242 St,0
1,065750_1..S03R,South Ferry,1
1,066050_1..N03R,Van Cortlandt Park-242 St,0
1,066350_1..S03R,South Ferry,1
1,066850_1..N03R,Van Cortlandt Park-242 St,0
1,066950_1..S03R,South Ferry,1
1,067550_1..S03R,South Ferry,1
1,067600_1..N03R,Van Cortlandt Park-242 St,0
1,068150_1..S03R,South Ferry,1
1,068300_1..N03R,Van Cortlandt Park-242 St,0
1,068750_1..S03R,South Ferry,1
1,068900_1..N03R,Van Cortlandt Park-242 St,0
1,069350_1..S03R,South Ferry,1
1,069500_1..N03R,Van Cortlandt Park-242 St,0
1,069950_1..S03R,South Ferry,1
1,070100_1..N03R,Van Cortlandt Park-242 St,0
1,070550_1..S03R,South Ferry,1
1,070700_1..N03R,Van Cortlandt Park-242 St,0
1,071150_1..S03R,South Ferry,1
1,071300_1..N03R,Van Cortlandt Park-242 St,0
1,071750_1..S03R,South Ferry,1
1,071900_1..N03R,Van Cortlandt Park-242 St,0
1,072350_1..S03R,South Ferry,1
1,072500_1..N03R,Van Cortlandt Park-242 St,0
1,072950_1..S03R,South Ferry,1
1,073100_1..N03R,Van Cortlandt Park-242 St,0
1,073550_1..S03R,South Ferry,1
1,073700_1..N03R,Van Cortlandt Park-242 St,0
1,074150_1..S03R,South Ferry,1
1,074300_1..N03R,Van Cortlandt Park-242 St,0
1,074750_1..S03R,South Ferry,1
1,074900_1..N03R,Van Cortlandt Park-242 St,0
1,075350_1..S03R,South Ferry,1
1,075500_1..N03R,Van Cortlandt Park-242 St,0
1,075950_1..S03R,South Ferry,1
1,076100_1..N03R,Van Cortlandt Park-242 St,0
1,076550_1..S03R,South Ferry,1
1,076700_1..N03R,Van Cortlandt Park-242 St,0
1,077150_1..S03R,South Ferry,1
1,077300_1..N03R,Van Cortlandt Park-242 St,0
1,077750_1..S03R,South Ferry,1
1,077900_1..N03R,Van Cortlandt Park-242 St,0
1,078350_1..S03R,South Ferry,1
1,078500_1..N03R,Van Cortlandt Park-242 St,0
1,078950_1..S03R,South Ferry,1
1,079100_1..N03R,Van Cortlandt Park-242 St,0
1,079550_1..S03R,South Ferry,1
1,079700_1..N03R,Van Cortlandt Park-242 St,0
1,080150_1..S03R,South Ferry,1
1,080300_1..N03R,Van Cortlandt Park-242 St,0
1,080750_1..S03R,South Ferry,1
1,080900_1..N03R,Van Cortlandt Park-242 St,0
1,081350_1..S03R,South Ferry,1
1,081500_1..N03R,Van Cortlandt Park-242 St,0
1,081950_1..S03R,South Ferry,1
1,082100_1..N03R,Van Cortlandt Park-242 St,0
1,082550_1..S03R,South Ferry,1
1,082700_1..N03R,Van Cortlandt Park-242 St,0
1,083150_1..S03R,South Ferry,1
1,083300_1..N03R,Van Cortlandt Park-242 St,0
1,083750_1..S03R,South Ferry,1
1,083900_1..N03R,Van Cortlandt Park-242 St,0
1,084350_1..S03R,South Ferry,1
1,084500_1..N03R,Van Cortlandt Park-242 St,0
1,084950_1..S03R,South Ferry,1
1,085100_1..N03R,Van Cortlandt Park-242 St,0
1,085550_1..S03R,South Ferry,1
1,085700_1..N03R,Van Cortlandt Park-242 St,0
1,086150_1..S03R,South Ferry,1
1,086300_1..N03R,Van Cortlandt Park-242 St,0
1,086750_1..S03R,South Ferry,1
1,086900_1..N03R,Van Cortlandt Park-242 St,0
1,087350_1..S03R,South Ferry,1
1,087500_1..N03R,Van Cortlandt Park-242 St,0
1,087950_1..S03R,South Ferry,1
1,088100_1..N03R,Van Cortlandt Park-242 St,0
1,088550_1..S03R,South Ferry,1
1,088700_1..N03R,Van Cortlandt Park-242 St,0
1,089150_1..S03R,South Ferry,1
1,089300_1..N03R,Van Cortlandt Park-242 St,0
1,089750_1..S03R,South Ferry,1
1,089900_1..N03R,Van Cortlandt Park-242 St,0
1,090350_1..S03R,South Ferry,1
1,090500_1..N03R,Van Cortlandt Park-242 St,0
1,090950_1..S03R,South Ferry,1
1,091100_1..N03R,Van Cortlandt Park-242 St,0
1,091550_1..S03R,South Ferry,1
1,091700_1..N03R,Van Cortlandt Park-242 St,0
1,092150_1..S03R,South Ferry,1
1,092300_1..N03R,Van Cortlandt Park-242 St,0
1,092750_1..S03R,South Ferry,1
1,092900_1..N03R,Van Cortlandt Park-242 St,0
1,093350_1..S03R,South Ferry,1
1,093500_1..N03R,Van Cortlandt Park-242 St,0
1,093950_1..S03R,South Ferry,1
1,094100_1..N03R,Van Cortlandt Park-242 St,0
1,094550_1..S03R,South Ferry,1
1,094700_1..N03R,Van Cortlandt Park-242 St,0
1,095150_1..S03R,South Ferry,1
1,095300_1..N03R,Van Cortlandt Park-242 St,0
1,095750_1..S03R,South Ferry,1
1,095900_1..N03R,Van Cortlandt Park-242 St,0
1,096350_1..S03R,South Ferry,1
1,096500_1..N03R,Van Cortlandt Park-242 St,0
1,096950_1..S03R,South Ferry,1
1,097100_1..N03R,Van Cortlandt Park-242 St,0
1,097550_1..S03R,South Ferry,1
1,097700_1..N03R,Van Cortlandt Park-242 St,0
1,098150_1..S03R,South Ferry,1
1,098300_1..N03R,Van Cortlandt Park-242 St,0
1,098750_1..S03R,South Ferry,1
1,098900_1..N03R,Van Cortlandt Park-242 St,0
1,099350_1..S03R,South Ferry,1
1,099500_1..N03R,Van Cortlandt Park-242 St,0
1,099950_1..S03R,South Ferry,1
1,100100_1..N03R,Van Cortlandt Park-242 St,0
1,100550_1..S03R,South Ferry,1
1,100700_1..N03R,Van Cortlandt Park-242 St,0
1,101250_1..S03R,South Ferry,1
1,101300_1..N03R,Van Cortlandt Park-242 St,0
1,101900_1..N03R,Van Cortlandt Park-242 St,0
1,101950_1..S03R,South Ferry,1
1,102500_1..N03R,Van Cortlandt Park-242 St,0
1,102650_1..S03R,South Ferry,1
1,103100_1..N03R,Van Cortlandt Park-242 St,0
1,103350_1..S03R,South Ferry,1
1,103700_1..N03R,Van Cortlandt Park-242 St,0
1,104050_1..S03R,South Ferry,1
1,104300_1..N03R,Van Cortlandt Park-242 St,0
1,104750_1..S03R,South Ferry,1
1,104900_1..N03R,Van Cortlandt Park-242 St,0
1,105450_1..S03R,South Ferry,1
1,105500_1..N03R,Van Cortlandt Park-242 St,0
1,106100_1..N03R,Van Cortlandt Park-242 St,0
1,106150_1..S03R,South Ferry,1
1,106800_1..N03R,Van Cortlandt Park-242 St,0
1,106950_1..S03R,South Ferry,1
1,107500_1..N03R,Van Cortlandt Park-242 St,0
1,107750_1..S03R,South Ferry,1
1,108200_1..N03R,Van Cortlandt Park-242 St,0
1,108550_1..S03R,South Ferry,1
1,108900_1..N03R,Van Cortlandt Park-242 St,0
1,109350_1..S03R,South Ferry,1
1,109600_1..N03R,Van Cortlandt Park-242 St,0
1,110150_1..S03R,South Ferry,1
1,110300_1..N03R,Van Cortlandt Park-242 St,0
1,110950_1..S03R,South Ferry,1
1,111000_1..N03R,Van Cortlandt Park-242 St,0
1,111700_1..N03R,Van Cortlandt Park-242 St,0
1,111750_1..S03R,South Ferry,1
1,112500_1..N03R,Van Cortlandt Park-242 St,0
1,112550_1..S03R,South Ferry,1
1,113300_1..N03R,Van Cortlandt Park-242 St,0
1,113350_1..S03R,South Ferry,1
1,114100_1..N03R,Van Cortlandt Park-242 St,0
1,114150_1..S03R,South Ferry,1
1,114900_1..N03R,Van Cortlandt Park-242 St,0
1,114950_1..S03R,South Ferry,1
1,115700_1..N03R,Van Cortlandt Park-242 St,0
1,115750_1..S03R,South Ferry,1
1,116500_1..N03R,Van Cortlandt Park-242 St,0
1,116550_1..S03R,South Ferry,1
1,117300_1..N03R,Van Cortlandt Park-242 St,0
1,117350_1..S03R,South Ferry,1
1,118100_1..N03R,Van Cortlandt Park-242 St,0
1,118150_1..S03R,South Ferry,1
1,118900_1..N03R,Van Cortlandt Park-242 St,0
1,118950_1..S03R,South Ferry,1
1,119700_1..N03R,Van Cortlandt Park-242 St,0
1,119750_1..S03R,South Ferry,1
1,120500_1..N03R,Van Cortlandt Park-242 St,0
1,120550_1..S03R,South Ferry,1
1,121300_1..N03R,Van Cortlandt Park-242 St,0
1,121350_1..S03R,South Ferry,1
1,122100_1..N03R,Van Cortlandt Park-242 St,0
1,122150_1..S03R,South Ferry,1
1,122900_1..N03R,Van Cortlandt Park-242 St,0
1,122950_1..S03R,South Ferry,1
1,123700_1..N03R,Van Cortlandt Park-242 St,0
1,123750_1..S03R,South Ferry,1
1,124500_1..N03R,Van Cortlandt Park-242 St,0
1,124550_1..S03R,South Ferry,1
1,125300_1..N03R,Van Cortlandt Park-242 St,0
1,125350_1..S03R,South Ferry,1
1,126100_1..N03R,Van Cortlandt Park-242 St,0
1,126150_1..S03R,South Ferry,1
1,126900_1..N03R,Van Cortlandt Park-242 St,0
1,127150_1..S03R,South Ferry,1
1,127700_1..N03R,Van Cortlandt Park-242 St,0
1,128150_1..S03R,South Ferry,1
1,128500_1..N03R,Van Cortlandt Park-242 St,0
1,129150_1..S03R,South Ferry,1
1,129300_1..N03R,Van Cortlandt Park-242 St,0
1,130100_1..N03R,Van Cortlandt Park-242 St,0
1,130150_1..S03R,South Ferry,1
1,130900_1..N03R,Van Cortlandt Park-242 St,0
1,131150_1..S03R,South Ferry,1
1,131700_1..N03R,Van Cortlandt Park-242 St,0
1,132350_1..S03R,South Ferry,1
1,132500_1..N03R,Van Cortlandt Park-242 St,0
1,133350_1..N03R,Van Cortlandt Park-242 St,0
1,133550_1..S03R,South Ferry,1
1,134150_1..N03R,Van Cortlandt Park-242 St,0
1,134750_1..S03R,South Ferry,1
1,135050_1..N03R,Van Cortlandt Park-242 St,0
1,135950_1..S03R,South Ferry,1
1,136050_1..N03R,Van Cortlandt Park-242 St,0
1,137050_1..N03R,Van Cortlandt Park-242 St,0
1,137150_1..S03R,South Ferry,1
1,138050_1..N03R,Van Cortlandt Park-242 St,0
1,138550_1..S03R,South Ferry,1
1,139050_1..N03R,Van Cortlandt Park-242 St,0
1,140050_1..S03R,South Ferry,1
1,140250_1..N03R,Van Cortlandt Park-242 St,0
1,141450_1..N03R,Van Cortlandt Park-242 St,0
1,141550_1..S03R,South Ferry,1
1,142650_1..N03R,Van Cortlandt Park-242 St,0
1,143250_1..S03R,South Ferry,1
1,144000_1..N03R,Van Cortlandt Park-242 St,0
1,145400_1..N03R,Van Cortlandt Park-242 St,0
1,146800_1..N03R,Van Cortlandt Park-242 St,0
1,148500_1..N03R,Van Cortlandt Park-242 St,0
1,150000_1..N03R,Van Cortlandt Park-242 St,0
1,030350_1..S03R,South Ferry,1
1,032050_1..S03R,South Ferry,1
1,033150_1..S03R,South Ferry,1
1,034150_1..S03R,South Ferry,1
1,035150_1..S03R,South Ferry,1
1,035950_1..S03R,South Ferry,1
1,036750_1..S03R,South Ferry,1
1,036800_1..N03R,Van Cortlandt Park-242 St,0
1,037550_1..S03R,South Ferry,1
1,038400_1..N03R,Van Cortlandt Park-242 St,0
1,039150_1..S03R,South Ferry,1
1,039650_1..N03R,Van Cortlandt Park-242 St,0
1,039950_1..S03R,South Ferry,1
1,040750_1..S03R,South Ferry,1
1,040900_1..N03R,Van Cortlandt Park-242 St,0
1,041550_1..S03R,South Ferry,1
1,041900_1..N03R,Van Cortlandt Park-242 St,0
1,042350_1..S03R,South Ferry,1
1,042900_1..N03R,Van Cortlandt Park-242 St,0
1,043150_1..S03R,South Ferry,1
1,043800_1..N03R,Van Cortlandt Park-242 St,0
1,043950_1..S03R,South Ferry,1
1,044700_1..N03R,Van Cortlandt Park-242 St,0
1,045500_1..N03R,Van Cortlandt Park-242 St,0
1,045550_1..S03R,South Ferry,1
1,046300_1..N03R,Van Cortlandt Park-242 St,0
1,046350_1..S03R,South Ferry,1
1,047100_1..N03R,Van Cortlandt Park-242 St,0
1,047150_1..S03R,South Ferry,1
1,047900_1..N03R,Van Cortlandt Park-242 St,0
1,047950_1..S03R,South Ferry,1
1,048700_1..N03R,Van Cortlandt Park-242 St,0
1,049500_1..N03R,Van Cortlandt Park-242 St,0
1,049550_1..S03R,South Ferry,1
1,050300_1..N03R,Van Cortlandt Park-242 St,0
1,050350_1..S03R,South Ferry,1
1,051100_1..N03R,Van Cortlandt Park-242 St,0
1,051150_1..S03R,South Ferry,1
1,051900_1..N03R,Van Cortlandt Park-242 St,0
1,051950_1..S03R,South Ferry,1
1,052700_1..N03R,Van Cortlandt Park-242 St,0
1,053500_1..N03R,Van Cortlandt Park-242 St,0
1,053550_1..S03R,South Ferry,1
1,054300_1..N03R,Van Cortlandt Park-242 St,0
1,054350_1..S03R,South Ferry,1
1,055100_1..N03R,Van Cortlandt Park-242 St,0
1,055150_1..S03R,South Ferry,1
1,055900_1..N03R,Van Cortlandt Park-242 St,0
1,055950_1..S03R,South Ferry,1
1,056650_1..S03R,South Ferry,1
1,056700_1..N03R,Van Cortlandt Park-242 St,0
1,057500_1..N03R,Van Cortlandt Park-242 St,0
1,057950_1..S03R,South Ferry,1
1,058300_1..N03R,Van Cortlandt Park-242 St,0
1,058550_1..S03R,South Ferry,1
1,059100_1..N03R,Van Cortlandt Park-242 St,0
1,059150_1..S03R,South Ferry,1
1,059900_1..N03R,Van Cortlandt Park-242 St,0
1,060350_1..S03R,South Ferry,1
1,060700_1..N03R,Van Cortlandt Park-242 St,0
1,060950_1..S03R,South Ferry,1
1,061500_1..N03R,Van Cortlandt Park-242 St,0
1,061550_1..S03R,South Ferry,1
1,062150_1..S03R,South Ferry,1
1,062200_1..N03R,Van Cortlandt Park-242 St,0
1,062900_1..N03R,Van Cortlandt Park-242 St,0
1,063500_1..N03R,Van Cortlandt Park-242 St,0
1,064100_1..N03R,Van Cortlandt Park-242 St,0
1,064700_1..N03R,Van Cortlandt Park-242 St,0
1,065300_1..N03R,Van Cortlandt Park-242 St,0
1,065900_1..N03R,Van Cortlandt Park-242 St,0
1,066500_1..N03R,Van Cortlandt Park-242 St,0
1,067100_1..N03R,Van Cortlandt Park-242 St,0
1,067700_1..N03R,Van Cortlandt Park-242 St,0
1,101150_1..S03R,South Ferry,1
1,101750_1..S03R,South Ferry,1
1,102350_1..S03R,South Ferry,1
1,102950_1..S03R,South Ferry,1
1,103550_1..S03R,South Ferry,1
1,104150_1..S03R,South Ferry,1
1,105350_1..S03R,South Ferry,1
1,105950_1..S03R,South Ferry,1
1,106550_1..S03R,South Ferry,1
1,106700_1..N03R,Van Cortlandt Park-242 St,0
1,107150_1..S03R,South Ferry,1
1,107300_1..N03R,Van Cortlandt Park-242 St,0
1,107900_1..N03R,Van Cortlandt Park-242 St,0
1,108350_1..S03R,South Ferry,1
1,108500_1..N03R,Van Cortlandt Park-242 St,0
1,108950_1..S03R,South Ferry,1
1,109100_1..N03R,Van Cortlandt Park-242 St,0
1,109550_1..S03R,South Ferry,1
1,109700_1..N03R,Van Cortlandt Park-242 St,0
1,110750_1..S03R,South Ferry,1
1,110900_1..N03R,Van Cortlandt Park-242 St,0
1,111350_1..S03R,South Ferry,1
1,111500_1..N03R,Van Cortlandt Park-242 St,0
1,111950_1..S03R,South Ferry,1
1,112100_1..N03R,Van Cortlandt Park-242 St,0
1,112700_1..N03R,Van Cortlandt Park-242 St,0
1,113150_1..S03R,South Ferry,1
1,113750_1..S03R,South Ferry,1
1,113900_1..N03R,Van Cortlandt Park-242 St,0
1,114350_1..S03R,South Ferry,1
1,114500_1..N03R,Van Cortlandt Park-242 St,0
1,115100_1..N03R,Van Cortlandt Park-242 St,0
1,115550_1..S03R,South Ferry,1
1,116150_1..S03R,South Ferry,1
1,116300_1..N03R,Van Cortlandt Park-242 St,0
1,116750_1..S03R,South Ferry,1
1,116900_1..N03R,Van Cortlandt Park-242 St,0
1,117500_1..N03R,Van Cortlandt Park-242 St,0
1,117950_1..S03R,South Ferry,1
1,118550_1..S03R,South Ferry,1
1,118700_1..N03R,Van Cortlandt Park-242 St,0
1,119150_1..S03R,South Ferry,1
1,119300_1..N03R,Van Cortlandt Park-242 St,0
1,119900_1..N03R,Van Cortlandt Park-242 St,0
1,120350_1..S03R,South Ferry,1
1,120950_1..S03R,South Ferry,1
1,121100_1..N03R,Van Cortlandt Park-242 St,0
1,121550_1..S03R,South Ferry,1
1,121700_1..N03R,Van Cortlandt Park-242 St,0
1,122300_1..N03R,Van Cortlandt Park-242 St,0
1,122750_1..S03R,South Ferry,1
1,123350_1..S03R,South Ferry,1
1,123500_1..N03R,Van Cortlandt Park-242 St,0
1,123950_1..S03R,South Ferry,1
1,124100_1..N03R,Van Cortlandt Park-242 St,0
1,124700_1..N03R,Van Cortlandt Park-242 St,0
1,125150_1..S03R,South Ferry,1
1,125750_1..S03R,South Ferry,1
1,125900_1..N03R,Van Cortlandt Park-242 St,0
1,126350_1..S03R,South Ferry,1
1,126500_1..N03R,Van Cortlandt Park-242 St,0
1,126950_1..S03R,South Ferry,1
1,127100_1..N03R,Van Cortlandt Park-242 St,0
1,127550_1..S03R,South Ferry,1
1,128300_1..N03R,Van Cortlandt Park-242 St,0
1,128750_1..S03R,South Ferry,1
1,128900_1..N03R,Van Cortlandt Park-242 St,0
1,129350_1..S03R,South Ferry,1
1,129500_1..N03R,Van Cortlandt Park-242 St,0
1,129950_1..S03R,South Ferry,1
1,130550_1..S03R,South Ferry,1
1,130700_1..N03R,Van Cortlandt Park-242 St,0
1,131250_1..S03R,South Ferry,1
1,131300_1..N03R,Van Cortlandt Park-242 St,0
1,131900_1..N03R,Van Cortlandt Park-242 St,0
1,131950_1..S03R,South Ferry,1
1,132750_1..S03R,South Ferry,1
1,133100_1..N03R,Van Cortlandt Park-242 St,0
1,133700_1..N03R,Van Cortlandt Park-242 St,0
1,134300_1..N03R,Van Cortlandt Park-242 St,0
1,134350_1..S03R,South Ferry,1
1,134900_1..N03R,Van Cortlandt Park-242 St,0
1,135150_1..S03R,South Ferry,1
1,135500_1..N03R,Van Cortlandt Park-242 St,0
1,136100_1..N03R,Van Cortlandt Park-242 St,0
1,136750_1..S03R,South Ferry,1
1,136800_1..N03R,Van Cortlandt Park-242 St,0
1,137500_1..N03R,Van Cortlandt Park-242 St,0
1,137550_1..S03R,South Ferry,1
1,138300_1..N03R,Van Cortlandt Park-242 St,0
1,138350_1..S03R,South Ferry,1
1,139100_1..N03R,Van Cortlandt Park-242 St,0
1,139150_1..S03R,South Ferry,1
1,139900_1..N03R,Van Cortlandt Park-242 St,0
1,139950_1..S03R,South Ferry,1
1,140700_1..N03R,Van Cortlandt Park-242 St,0
1,140750_1..S03R,South Ferry,1
1,141500_1..N03R,Van Cortlandt Park-242 St,0
1,142300_1..N03R,Van Cortlandt Park-242 St,0
1,142350_1..S03R,South Ferry,1
1,143100_1..N03R,Van Cortlandt Park-242 St,0
1,143900_1..N03R,Van Cortlandt Park-242 St,0
1,144700_1..N03R,Van Cortlandt Park-242 St,0
1,145500_1..N03R,Van Cortlandt Park-242 St,0
1,146300_1..N03R,Van Cortlandt Park-242 St,0
1,147100_1..N03R,Van Cortlandt Park-242 St,0
1,147900_1..N03R,Van Cortlandt Park-242 St,0
1,148700_1..N03R,Van Cortlandt Park-242 St,0
1,149500_1..N03R,Van Cortlandt Park-242 St,0
1,150300_1..N03R,Van Cortlandt Park-242 St,0
1,000650_1..S03R,South Ferry,1
1,002550_1..S03R,South Ferry,1
1,004550_1..S03R,South Ferry,1
1,006550_1..S03R,South Ferry,1
1,007450_1..N03R,Van Cortlandt Park-242 St,0
1,008550_1..S03R,South Ferry,1
1,009450_1..N03R,Van Cortlandt Park-242 St,0
1,010550_1..S03R,South Ferry,1
1,011450_1..N03R,Van Cortlandt Park-242 St,0
1,012550_1..S03R,South Ferry,1
1,013450_1..N03R,Van Cortlandt Park-242 St,0
1,014550_1..S03R,South Ferry,1
1,015450_1..N03R,Van Cortlandt Park-242 St,0
1,016550_1..S03R,South Ferry,1
1,017450_1..N03R,Van Cortlandt Park-242 St,0
1,018550_1..S03R,South Ferry,1
1,019450_1..N03R,Van Cortlandt Park-242 St,0
1,020550_1..S03R,South Ferry,1
1,021450_1..N03R,Van Cortlandt Park-242 St,0
1,022550_1..S03R,South Ferry,1
1,023450_1..N03R,Van Cortlandt Park-242 St,0
1,024550_1..S03R,South Ferry,1
1,025450_1..N03R,Van Cortlandt Park-242 St,0
1,026550_1..S03R,South Ferry,1
1,027450_1..N03R,Van Cortlandt Park-242 St,0
1,028250_1..S03R,South Ferry,1
1,029450_1..N03R,Van Cortlandt Park-242 St,0
1,029750_1..S03R,South Ferry,1
1,030900_1..S03R,South Ferry,1
1,031450_1..N03R,Van Cortlandt Park-242 St,0
1,031700_1..S03R,South Ferry,1
1,032500_1..S03R,South Ferry,1
1,033300_1..S03R,South Ferry,1
1,033450_1..N03R,Van Cortlandt Park-242 St,0
1,034100_1..S03R,South Ferry,1
1,034850_1..N03R,Van Cortlandt Park-242 St,0
1,034900_1..S03R,South Ferry,1
1,035700_1..S03R,South Ferry,1
1,036150_1..N03R,Van Cortlandt Park-242 St,0
1,036500_1..S03R,South Ferry,1
1,037150_1..N03R,Van Cortlandt Park-242 St,0
1,037300_1..S03R,South Ferry,1
1,038100_1..S03R,South Ferry,1
1,038150_1..N03R,Van Cortlandt Park-242 St,0
1,038900_1..S03R,South Ferry,1
1,039150_1..N03R,Van Cortlandt Park-242 St,0
1,039500_1..S03R,South Ferry,1
1,039850_1..N03R,Van Cortlandt Park-242 St,0
1,040250_1..S04R,South Ferry,1
1,040600_1..S03R,South Ferry,1
1,040650_1..N03R,Van Cortlandt Park-242 St,0
1,041250_1..S04R,South Ferry,1
1,041450_1..N03R,Van Cortlandt Park-242 St,0
1,042200_1..S04R,South Ferry,1
1,042250_1..N03R,Van Cortlandt Park-242 St,0
1,042550_1..S03R,South Ferry,1
1,043050_1..N03R,Van Cortlandt Park-242 St,0
1,043200_1..S04R,South Ferry,1
1,043450_1..S03R,South Ferry,1
1,043850_1..N03R,Van Cortlandt Park-242 St,0
1,043850_1..S03R,South Ferry,1
1,044300_1..S04R,South Ferry,1
1,044500_1..S03R,South Ferry,1
1,044650_1..N03R,Van Cortlandt Park-242 St,0
1,044850_1..S03R,South Ferry,1
1,045250_1..N03R,Van Cortlandt Park-242 St,0
1,045400_1..S04R,South Ferry,1
1,045700_1..S03R,South Ferry,1
1,045850_1..N03R,Van Cortlandt Park-242 St,0
1,046100_1..S03R,South Ferry,1
1,046450_1..N03R,Van Cortlandt Park-242 St,0
1,046650_1..S04R,South Ferry,1
1,046800_1..S03R,South Ferry,1
1,047050_1..N12R,137 St-City College,0
1,047200_1..S03R,South Ferry,1
1,047550_1..N03R,Van Cortlandt Park-242 St,0
1,047600_1..S03R,South Ferry,1
1,048050_1..N03R,Van Cortlandt Park-242 St,0
1,048150_1..S04R,South Ferry,1
1,048200_1..S03R,South Ferry,1
1,048550_1..N12R,137 St-City College,0
1,048600_1..S03R,South Ferry,1
1,049050_1..N03R,Van Cortlandt Park-242 St,0
1,049100_1..S03R,South Ferry,1
1,049400_1..S12R,South Ferry,1
1,049450_1..N03R,Van Cortlandt Park-242 St,0
1,049550_1..S04R,South Ferry,1
1,049800_1..S03R,South Ferry,1
1,049850_1..N12R,137 St-City College,0
1,050250_1..N03R,Van Cortlandt Park-242 St,0
1,050400_1..S03R,South Ferry,1
1,050550_1..N03R,Van Cortlandt Park-242 St,0
1,050900_1..S12R,South Ferry,1
1,050950_1..N03R,Van Cortlandt Park-242 St,0
1,050950_1..S03R,South Ferry,1
1,051350_1..N12R,137 St-City College,0
1,051600_1..S03R,South Ferry,1
1,051750_1..N03R,Van Cortlandt Park-242 St,0
1,052150_1..N03R,Van Cortlandt Park-242 St,0
1,052200_1..S12R,South Ferry,1
1,052250_1..S03R,South Ferry,1
1,052550_1..N03R,Van Cortlandt Park-242 St,0
1,052850_1..N03R,Van Cortlandt Park-242 St,0
1,053050_1..S03R,South Ferry,1
1,053150_1..N03R,Van Cortlandt Park-242 St,0
